"user_id","u_average_stars","u_votes_funny","u_votes_useful","u_votes_cool","u_review_count"
"AjWGxRkg3Yl_q18Y7J-kjw",4,2,5,1,5
"Ajwj692GA2UV9VLV-KRenQ",3,0,0,0,2
"AktS0q7cACVLEpTkueAE1w",4,3,1,1,1
"AM755GWyBcx-NjiivkU-uA",3.75,1,4,1,4
"AmqcbQ9pXg1oMRtQ7yuWag",2,1,7,1,3
"AmxL7VpqxH5-IGZr9TO90g",3.5,4,1,1,6
"anA8JbEWN7MDDVL4amI8kQ",4,0,0,0,1
"Anpac7TMQNWm0iA-1ho3Gw",5,0,0,0,1
"anr3YEUMnFxGSwo7Ej4OeQ",3.83333333333333,5,10,6,12
"aNUT2kJqD0h38WbXuGMpKQ",4.5,0,3,1,2
"ap6LoTZwP8zRCeT2rYo2eg",2,2,2,1,3
"apf_19hkXrWrOvNHYRwsAA",3.3,3,11,2,10
"aQWK0edA34M-XNHWcQglRw",4.5,0,2,1,2
"aQxooJB5YCqiYRhas5zd8w",4,0,1,0,2
"argqxDJ6Camdg4OhM3XzTQ",4.5,0,2,0,2
"arHREwGjrsa34dg0oiKJgg",1,0,0,1,1
"ArLeRjSfEChTsNAP4UnOfg",5,3,7,4,4
"ARX-RBISHaWLWNpZvb3yRA",5,0,2,1,2
"atahTE3txyTZrqdFuOE5Pg",4.5,2,7,3,4
"ataZjyrcOkTYmcPrFKcocQ",2.875,3,8,1,8
"ATLQkfPEXCRMAQlzjmwyLQ",3,1,1,1,2
"aU4fCjkwP6Z8aR5azt9pSQ",3.9375,2,8,4,16
"au98D2-Op6Dq0ShyYAgjBQ",4.8,1,5,0,5
"AV4-6n6SKop4Bp5S15c98Q",3.25,0,3,1,8
"AVyhLKMllVV_HPQbN8Yp8Q",5,0,0,0,2
"Aw3EMRqdSJ2DtqoI_NpgWA",3.55555555555556,26,37,24,9
"aXFHoWQ7ACm1UA6bFU3juA",5,0,0,0,1
"ayaLs7Zzc0RVVy2N-Q0XOQ",4,0,0,0,1
"AyEiHIMRZmgda_seZy1PZQ",2.5,1,2,2,2
"AYqt1NEJwphVyuiMMf1e6g",4,0,0,0,1
"aZBjqiRoBV1Qhf9KhXHK0Q",5,1,1,0,1
"b0TKkri35IywONfxBJNJuQ",1,0,4,0,2
"B1fHWEovCeZgb-L8L_mN1Q",3.5,1,1,2,2
"B1V-4Pyjy4SYQrjWS-F3xg",3.5,0,0,0,2
"B3D1DTdGz6ObaXfoYLjeCg",5,1,1,1,1
"B4-xzBRt3S5TjrjVZFPSfA",4.25,1,2,0,4
"b48NAHm3R12f7nRJXHVnCw",2.81818181818182,7,14,9,33
"B4wYawXXCI-5GR6FdCAGJw",4.14285714285714,1,4,1,7
"B60niopvtxlpEQFSeI3DjQ",4,0,3,1,4
"b74D_ZUTMg7Tb86yO2D0nw",1,0,0,0,1
"bahaW9HFoMzQ_rZp0r47sg",5,2,3,2,1
"BAN0_dqKlUVYml7LfRoFSQ",2.66666666666667,1,6,0,3
"BbAAuy_j7i91-8tH7FxQxg",4.75,4,8,12,4
"BbRyOgys9qlA0gNZS48Ktg",4.5,0,0,0,2
"BcNthlUqdCeT4xe9trN9mw",4.2,0,0,0,5
"bcPjNSuN3PviAbNBUloAwg",2.66666666666667,1,3,1,3
"bcTAukv9nxjmrWnYUasArg",3.5,0,4,1,2
"BDQjq30H2gFncFvaapvm6A",3.69230769230769,4,28,10,26
"bDVQPjGPM6yVLD2cntJkrQ",3.02777777777778,22,40,9,72
"BdwCqbK1WJVo4tYxRw2N2w",5,0,0,0,1
"bFVetbys5Z74h1fcihmvOw",4.22222222222222,20,21,19,18
"bG4twhUBDiYjEtJp4GgA-w",1,0,0,0,1
"BGldtHa4sOE41Omz8EYhTw",2.5,1,3,3,2
"bgtkj_gJdyCM_HwqAi3V8A",4,0,0,0,1
"BhbVjCuzwNpbjNGlBQHw7Q",5,1,1,1,1
"bIBjalsSEguy9Tj0tN8nVQ",3,0,1,1,1
"BjDtik9NxtA1FjXBXFOW_g",2.71428571428571,2,6,2,7
"BjZVPtHqfD0s8VqQYrzwvg",5,0,1,1,1
"bkraSYev6xBufeH6m41sBg",5,0,0,0,1
"bkYKrAbREHReX5bFVYET6A",5,0,0,0,1
"BlbdPK_FWgLMKbDutrjLng",5,0,1,0,1
"bll2HbgcSl2eXWE7E2uXaw",1,0,0,0,1
"bLThxixqsPeQgMnlwR9ypg",5,0,1,0,2
"bMyx5VxIJTlNOIM8URe5uA",4,0,1,0,2
"bOZQi7JFE6p_s-YuD1gooQ",5,0,0,0,1
"BPEKjI42iGvvqCiBAIRX_w",3,0,4,2,5
"BPfHtTzVDOLnhDPJLOy9eA",3.25,0,5,1,12
"bPwOD7cpuM21CImk79THnA",5,0,1,0,1
"BqeuT3YVT_57NCmvqYWnJw",2.5,1,3,0,2
"bQmuBZjHYgL3CJCZVAvABw",2,0,1,0,1
"brL5o0jgpKXRIDsr10PUqQ",1.5,0,4,1,4
"BRpbP8FI9Q-MULAj6iyXHA",3.14285714285714,1,2,0,7
"BS9brS2803V956KiLFsHJw",5,0,0,0,1
"bSpLvkXlZuw-icYDK6BdKg",5,1,1,1,1
"bsr5z13fberCAGTsshR8Eg",2.5,1,4,1,2
"BSTrDP5SbCqHXj800Jzu3g",2,0,3,0,1
"BtkJDPkVV9uXNKDkoSsKiA",3,0,0,0,1
"Btwy6Uinj6-15zWoe2ZhZw",4,0,0,0,1
"bU1hvJg-EtF2QYqkmkHHSg",1,0,0,0,1
"BUZdAlo-nfXmwW-fE1B7Pg",5,0,2,0,4
"Bv16boLVSNb_uGtZOQ-jNQ",4,0,2,0,2
"bv3q_qLmLxzZA_wAisd6VQ",4,0,0,0,1
"BVpJ98Wdm_jCvnCGYGkPmQ",5,0,1,1,2
"BvRo87YTIa9eViEHUzgLVQ",5,0,0,0,1
"bvtjRaK4xzlFjRmY0UnFow",3.45454545454545,8,17,14,11
"bX0LRB1bGHGkOcKvkKozzg",1,0,0,0,1
"BYadUduWugoHwCn5h-hnPw",5,0,0,0,1
"bZMMPGHmxkkJjueTFBueIg",4.5,0,1,1,4
"bZOD2GesoeNJkgjKbYeRgA",4,0,1,0,1
"c_61dliTkbLKfXcyfcxPBA",3,1,0,2,1
"c_oAY5TDj8sLfUPvotwHjg",5,0,1,0,1
"C-JsZML8lVJ9zT5SLRUTag",1,0,0,0,1
"c-qcByY0GHND3eTkj7VQGA",5,2,4,0,3
"c05uXVNJZIiCHCbXQG19zw",3.25,0,0,0,4
"C2eAyjPLN4c-r_kmgA4ikg",3.57142857142857,31,36,31,7
"C2pynNAIuwNh4Q9CSw_NSQ",3.8,1,4,0,5
"C8MhrBVAHN_zeQpZLmgBag",4.66666666666667,0,6,0,3
"C9Mf-gBnoVFBj9TA1J9bYw",3.5,1,2,1,2
"CaP2S-hF9F_25nz4F36MmQ",4.33333333333333,8,8,2,12
"CaqZ_iB8dJh4jLBoEpji5Q",3.5,1,1,0,2
"Cb_KSJTVWrelur63rZVKqQ",4,0,0,0,1
"cBDdFfq1upVn-Vhyz1IS7A",5,1,2,0,1
"cblQ1wEU_vJFYTP1Gv3DQQ",4,1,4,1,3
"cCN5LAaQG7pINaOMUfTuSA",4,0,1,0,1
"CEKnQ0_G9EQ5TxbbdLQSjA",2,0,1,1,1
"cFjB43TnNe5PgsWCCxqgqA",3.66666666666667,0,0,0,3
"cGjCI55nAVmcI-fGLehbJA",3,0,1,0,1
"cH91AV1wWducoX0KBU_N6g",1,0,0,0,1
"cHyvp_BirL8QVbX6SbQgOw",5,0,0,0,1
"cI3j94bmUR9BwJPvHaif1w",4,0,0,0,1
"ci9mK1xSTvNCO8H2LYiAjA",3.6,2,10,2,10
"ciCokOYt0r0c72KosuPwEw",5,0,0,2,1
"CjFZ0XiBeICZ8Y2whl2b5Q",5,0,0,0,1
"CjxEODSbRz6BpsXoQG6IUA",3,0,1,0,2
"ClQ0dS0y-fWeZRTU5qTeBw",1,0,2,0,1
"ClSDjAYQ6Ftb49eGJfiBvA",2.47058823529412,5,16,3,17
"CNSIG9v9BRcRdQfTZvP34g",1,0,1,0,1
"CNXyre4sm19j-6vpscv7yw",4.5,0,1,1,4
"cO8vp8uImBp8yE1fZt0cOA",4,0,0,0,1
"CP-IE-zyc2Mv3jlaceElVQ",3.32558139534884,259,459,197,129
"cPwnDQ4bRFDygGMkzJFu3Q",5,0,0,2,1
"cqcFGIjYuHZliVw78vTPAQ",5,0,0,0,1
"CqIzfbr6-wiHD00T604s2Q",5,0,0,0,1
"cr73QiT3YTiPMnipjc7Z_w",4,0,0,0,2
"CTgxRtyIS4r-DBaAVAnmNA",4.66666666666667,1,6,2,6
"cTRntcP5Qs5n5wsK52pHdw",3.66666666666667,0,0,0,3
"cuKrjx91r3HNDDXi2YqRZQ",3.375,0,0,2,8
"cvnBCoNJ5nsjxfOm_Ej2nw",1,1,2,0,1
"CVtN37nvQo7frKGQ_GY6uQ",3.33333333333333,1,3,1,3
"cwm_3br1CTH8IO8ZwWzFLg",5,0,0,0,1
"CWQOBs0qw58tahumYRBREA",5,0,0,0,2
"CxAB6U90CLLklwrltyIFkQ",1,1,1,0,1
"CxJGyvl_8cWZCRvR_1Y0xw",4,0,0,0,1
"cZb4cRFpAwz77wNlJ_I3Dg",5,0,0,0,1
"CZDNTrK7qGSVWWurDSvPNg",5,0,0,0,1
"d_Uc1YGW2Q7h1RdPDC6PRA",5,0,0,0,1
"d1YdT46FoRu0hWgIIBPwSg",5,0,4,3,1
"d1zJj49Q5ikgvqQX0534RQ",3.625,5,13,8,16
"d2MQu3iEzDqcHQnaulG2hw",1,0,0,0,1
"D65iEWeiDCVF_76ICJwCpg",4,0,2,0,1
"d6C4SJLteb7ZqoPBZpbgXQ",4,1,1,0,1
"D6UanNuYWpQzZhLTDBmqJg",1,8,7,4,1
"D7eY-foMPnj5GGNyp_01cw",3,0,1,1,1
"D7jwKOWdE_dq_wYQkjB1vA",3.875,6,31,19,8
"DABuaLIxEPFV9Smi5RheFQ",1,2,1,0,1
"DAjQ93mJUADRb0gy-AKUyQ",4.25,0,1,0,4
"davqcAbwEHCL35nRFt-3rg",3.16666666666667,3,5,4,12
"DbeREwNZi2nf_Z0xOH_whA",5,0,0,0,1
"Dc3nvTY7eWjOFWM3lvAztg",4.27083333333333,7,29,11,48
"dd681DMwn081KKpT9i2SGQ",4,0,0,0,1
"dDajI9NOU2hPx1uI6kVT6Q",5,0,0,0,1
"DDCsDoBqEVXxPBUB40NAsQ",5,3,8,4,2
"dDSGiGsFGgIgHZcMHggEaQ",5,2,6,3,1
"ddttP5OfCJTEl2VEtMfRag",4.5,0,1,0,2
"ddusn0qejUfNEUqSWCDU_Q",2,1,2,1,1
"ddxX1lJh6iYmPULfuky17g",4.5,0,0,0,4
"DeffHV8JjOIE7TdjEbrbBQ",4,0,0,0,1
"DeZOnesFQ29edW6v5SVonw",4,0,0,0,1
"dF6IVBdYoUdHDcf2MLPV2A",1,0,1,0,1
"DfoCzsfFLyAxwM2XShukyA",3.5,0,0,0,2
"DfzdZfdBV6zlP1cLlJ_3Gg",3.5,0,2,1,4
"Dg2Vk9YuEY-Ne_JlhKfRlA",2,0,2,0,1
"DI1rxGlDPauL89WRAY_w-w",1,0,4,0,1
"DIHJHlxSoT49aHsOVgFsPA",4,1,1,0,5
"dihOuUPEg3sbEN-Qrt17wQ",4,0,0,0,1
"diRQUAGeRtJ5UjRrxjU_0Q",4,0,1,0,1
"dIwIEVv6kiCWtGi5zweuRQ",5,0,0,0,1
"djxe8DUKeP94Vavit2SqPQ",3.66666666666667,0,4,3,3
"DL0LRzrNnYvmdtIT0ZeKpg",3.625,6,11,5,8
"dl1shaNhR2QE4PJwxOXjug",4,1,1,1,1
"dlgW1kupFxDx6PpqwcTfLQ",3.33333333333333,4,6,4,3
"dm0SWmUSeLtDR5RRFz7e7Q",3,0,1,1,3
"Dngg6R24eGnEry89Tf926A",4.5,0,1,0,2
"DpBPwgoO6v9s2bIAOnWCTg",5,0,0,0,1
"dpffKNFbBkNmRf0zIbiANg",4,2,7,2,5
"dQ-1xUgYJ92RVaICnXgGQg",5,0,0,0,1
"Drkbz8w78LNvlSBNwm6Icg",1,0,1,0,1
"dsA1gQWiphUyXOC15DJW8g",4,0,1,0,1
"dSDqYV02-AUKgpIFwGXeYg",3,0,0,0,1
"DsoD6Nyv4n4gQpjIq_y5DA",4,1,2,0,3
"Dt3sS75q3PczAGx_bCW7qA",4,1,1,0,2
"du-v-Pn8vHUuYE4rplHyyQ",3,0,0,0,1
"DU4k-z7OYUGJVulZ83q51Q",4.25,0,3,0,4
"duHBgKnubDNGBDb8BgR1lA",5,0,2,1,1
"dViBg0apVjlyp869cJL3UA",4,0,0,0,1
"dvMQ7GSuX_3SVPYcnnzfuw",1,0,0,0,1
"dvmULw3tLYeIa-W4t3o6yQ",1.66666666666667,0,0,0,3
"DvMZBwfFMWz-slob5IYrnw",3.88888888888889,6,29,35,18
"dW_qgI9UI-DdamarVCCbDA",5,0,0,0,1
"dw2_UBKvV0T7euXzw16NAg",5,0,1,0,1
"dXrCTIV9BMHJsvL5BqYd2w",4,0,0,0,1
"DXrPIT5LRQtdzjLBMrSXvg",1,1,0,0,1
"Dy85t4kpa6mMZY11WZnjfA",4,0,0,0,1
"dyLbefl8ZOV824e-YbMzgw",1.66666666666667,16,4,4,3
"DYWYf5NoG00YtkcHdx9eIw",4.5,0,0,0,2
"DYy70w6j24EPqsx-o3uxpA",2.5,1,1,2,2
"e_ObLG11aAKacWlWFtRuhg",5,0,0,0,1
"E_Wc5PLprjk5MjdFKddG-A",5,0,0,0,1
"E-Bd5r6Z3zMGA75_D4IRKw",3.75,88,100,93,20
"E-ZCs-ZmPoann2QEA-Y9vw",3.53571428571429,1,16,3,28
"E0oFsRiCM7aYzqFOOFcKHg",3.33333333333333,2,5,1,6
"E0UeJ_SZssDzleiLd1RGqw",3.33333333333333,0,0,0,3
"E2o5O3j32jIpRLraJl2g_g",3.75,1,3,1,4
"E319f3zdlK5ECClabzauPg",4.2,1,4,1,5
"e4eDlHwFBE3KKSwJqPvVJw",5,0,1,0,1
"E4S3c1UVVAPbXCAtrXdXrA",5,0,0,0,1
"E4UYnshwJFa8qVmh8zSqeA",5,1,2,0,2
"e5l5O_yypJOJP0k9-lDrbw",3.5625,22,27,9,32
"e9Bi9l-XFKosonJaSXZ8_Q",1,0,2,0,1
"EAgM3dQk6YAkRNxg6V7HMQ",4,0,0,0,1
"eat7JlyqMP5Gf6Y4sYxlvg",2,1,2,1,1
"eAYHT4HG-xRcQ08p7WvX2w",5,0,0,0,1
"ebHMHZs-8VY09BpqwHy9DQ",4.5,0,0,0,4
"EC0R5ovZ1TG4wKDh4HBD5A",3,0,0,0,4
"EC7AZQ9hUa4t3V4kfSYmfA",3,0,5,1,6
"EdESlfJz_sHxf4fj51ysew",5,0,1,0,1
"edTIpVLls8uYacN8FvUEAg",3.625,2,3,0,8
"Ee6n17uyTOYFH39jvWDVCA",1,0,2,1,1
"egjC3fmQa-pNXUzf7jZ2Ew",1,0,1,1,1
"EhKX4TIsVSpx7U5-iOQh7g",4.4,29,34,38,10
"eicY263RLPCOLrNGSGekvQ",3.55813953488372,29,86,45,43
"ekpt39jcEinXxbLegQGjZQ",1,0,3,1,1
"ekWMmADTmIGMK7IWs36Bag",4,1,1,0,1
"ElEaHcgaX5fI-4F5V5Mdwg",5,0,0,0,1
"eLNXK0FaB5Snooc-0AjN_A",3.875,1,4,2,8
"Emr5hhPzKWKGa3i2FEtdVg",3.90909090909091,9,14,9,11
"eN4CnOFYGxM1S2mvkLL33w",5,0,0,0,1
"eNLE_y76REy5ZL4tLD3ilg",1,0,0,0,1
"eO-je5q1YejxFnOKSAUQUg",3,0,2,0,2
"eoVPU9tveDellFNnLJPzfA",2.5,1,3,1,2
"EPV_77-xLWBZfLIS16v8CQ",5,0,1,0,1
"EqBPlcCzCrzx4eg9LHfDNw",5,0,0,0,1
"ER6fXK82yIZEoms8W7R5AQ",1,1,4,1,1
"eRz_hwDf-kHjM6bpCNGPVA",3.2,0,4,1,5
"escFS11JW8AtPuEttl9IQA",4,0,0,0,2
"esuGSNMDslGkc4GKWEw8cQ",1,0,0,0,1
"eTi_BGkZRrf8WadUnhMr8g",5,0,1,0,1
"eTIs9usl24L8HOyt32cq8A",3.41666666666667,1,5,1,12
"EU_puBCHgl5AosUzEQJRMQ",5,0,0,0,1
"eUaeKe9-BIwEuDAk-RdI_Q",4.33333333333333,0,1,0,3
"EUmydi7_Ug5PLEuISHIDcg",5,0,1,0,1
"eV_xKFbwiRfuC1hiWrMveg",3.8,2,4,0,5
"EvCEgqvZdzX4LFB1S4fNew",3,0,0,0,1
"evZgJxoNWtzmpSYiMUI0JA",5,0,1,1,2
"ExEtGH13c2ECMltaIKQLAA",5,1,0,0,1
"EXnBwCsHGx043dzqDFt5uA",3.33333333333333,0,0,0,3
"ExtmCbrcj93lz_7wyUJaqw",3,0,0,0,1
"eY5qHQ3mE_wznEhzQqkaCA",2,0,0,0,1
"eyAXtSO0ECNBC5VGuoigaA",3,0,1,0,1
"eYCayngrN5KvOhs3wgPOpQ",4,0,0,0,2
"EYZqvbE24GIPxEj-709_xA",3.33333333333333,1,3,2,3
"eZ9OjseD4FHfZW-p70Rw-g",3.5,0,4,1,8
"EZJ2ly43bVYm5U-tIRYGrQ",3.66666666666667,1,2,1,3
"EzLtOi71bUSaWZip_LM0ew",4,1,1,1,2
"f_4u-Vk0NB_qknV3q8bUUA",2.55555555555556,2,5,2,9
"F_Hvxi3oMhdLX2hgAxt_zg",5,0,0,0,1
"F0bc9I4JIWkHmINuf8tKVQ",3,0,3,2,4
"F5OGEH2jk5sA_R4xBp2TPg",3.63333333333333,2,10,4,30
"f6GFozfJO8W214PMjQ36DA",1,0,0,1,1
"f7EuEBJVvel-f0pG_FnOmQ",4.25,0,2,1,4
"F8C1lM853UmUed3jb7j-_g",4,0,0,0,4
"f8uSi5n0EAgpFsEGSbFvkg",4,6,4,2,3
"f9-kQnqUhdGRALDvHEIXSg",4,1,1,1,1
"f9BqMQClQ0VVVNr_lC8wag",2.5,8,7,5,2
"fbemqc5XtlxCArVyPhlexg",3.5,0,4,2,2
"fBen2Nl94-hqmd0AQ4zt6g",5,0,0,0,1
"fbZTcQSyZXcY1bSwIedw7A",4,0,0,0,1
"FCaLhX_Cu4DH-5eOe_PWoQ",1,6,4,2,1
"FdYomE5-hd7Z73_1R4ITjA",1,0,3,0,1
"fe0GNBqTbAa6gh-3s4M9LA",4.5,0,1,0,2
"feQpvbp8jGBWMuG5uqbk3Q",3.84615384615385,8,14,9,39
"Ff93FfhHKbK_vJwLc1169Q",3.25,1,2,1,4
"FfaflQRBmEGnUfmExuK6yg",5,0,1,0,1
"fFnaNnsBfStQKXQ6ymYy4A",4.75,0,0,0,4
"FFnRrrutK-o1PcuiAKgJSw",4,1,1,1,1
"fGI7KjgdAjWEbr0YXkYhBA",1,0,0,0,1
"fGrhUMJgubyJ83EE1-TWpQ",3.66666666666667,0,1,0,3
"fHX0hv-KVS59Wk7nJTNYGg",5,0,0,0,1
"FHZ9erIjBY10Cl7uJnd51w",5,0,1,0,2
"FiBjwxapFrgrGMub_-nMrQ",5,1,0,0,1
"fIQ_z1KTqsDHAWyW089p2Q",5,0,0,0,1
"FISdfPPml1POLQkij20wzA",2,0,1,1,2
"FiV_jTl0zuPIvDOLHmKN2A",4.09090909090909,4,6,2,11
"fiyOnIEKBOgj00NJLwDBVg",3.45614035087719,213,276,232,57
"fJhACzWkGby_t4Ku7XsyRQ",3.875,0,5,1,8
"fJtfTA76IXo6CIDHvH3XAg",4,0,0,0,1
"FKeq_TrkAcK_jN7Kyl3lPQ",5,2,1,2,1
"fKfyj2ZV8aFKMXxuwfMANw",5,0,0,0,1
"FKlpOJ05FZno9-JqCBLr5A",4.36363636363636,0,0,0,11
"fKo-AG9XwyX7UcWdBebJFQ",5,0,0,0,1
"FKPqJrUW3KDRsaDOoxWEWA",1,0,1,0,1
"fkwMNy9p30NdncKxGrdhXg",4,4,7,1,10
"fl_3WyKJbSM5wGBBz7iZIw",5,0,0,0,1
"fNfLXX_ce2TQPrdHCqPzZQ",3.79816513761468,204,429,360,109
"FnqvvLHr85EqY9PSEPQ7RQ",3,2,3,1,2
"FP2Jpnbm5g8eTDPkBCZnLw",5,0,1,0,1
"Fpd-Q0_stZUq4jP1DtLxjw",3.25,10,18,12,8
"fpJfHsFqrUDfnyLQSJgCrg",4,1,1,2,1
"FpNkjcY3PeBD2WUpKB7kcQ",4.5,0,0,0,2
"FQRT0TmiKfKQcLpfPpmrpw",4,0,0,0,1
"FSpFbpXpW7R1UjZwQmIqWw",3.66666666666667,0,4,1,3
"FSxhJu087CenIG2KCjTA3A",4,0,1,1,3
"fTa--N7mqdPi7zXRQ3x3hQ",3,1,4,1,3
"ftburmG8fGb-Sml3_L78zA",4.5,0,1,0,2
"FtnA0h-YAlDdiVmLaPoyIw",5,0,0,0,1
"fuCEXs9MsD6DGE-5md6jrA",3,0,0,0,1
"fULvFpYfEl83HE5WIN4UMw",2,0,1,0,1
"fUmu2OulTy_TZ0gpmX0neg",3.83333333333333,1,4,1,6
"fuNqQtR7MtzcsiBXWkjucg",4,0,0,0,1
"FuY8E5MCQx01AXuQraFGJQ",5,0,3,1,1
"FV2Xi4ErO921iurdxqTLTQ",1,0,0,0,1
"fvcpMF-D3J2Ute1dRA-s1Q",4,0,1,0,1
"fVs2tdErVAPI_ZfbXW2Dfg",4,0,3,0,1
"FvT6mW6zMU6V_6hZJ7lg3g",3,0,0,0,2
"FwQnthYgB3M7BqbGiOykmg",1.5,0,0,0,2
"fz_a0N_gYWhe3OmCU_C5lA",5,0,0,0,1
"Fzfa_HD-8JHGCVCXV9vjcA",4,1,0,0,4
"fZZsjg-yYaXYbKLhU3De9Q",3.71428571428571,0,5,1,7
"g0esbBnDgOl7BX1TVVfOHw",4,0,3,0,3
"G0k2F5Pk9y3Sv3hLEuO3Wg",5,0,0,0,1
"g1HIuhIPGG6mgY3dOC0Bcw",2.5,3,4,2,8
"g2d-17qljn4xsDCo8jyVLw",3.33333333333333,0,1,0,3
"g2ihR0ZFKCEnKB7YPviuJQ",3.0952380952381,13,32,7,21
"g34pTw9ytV9Pfzb10iuYpA",3,0,0,0,2
"g3lKQKSonvRuxVHY-0N-Jg",2,0,1,1,2
"G4skw5bK1jJfTEiYxQiPtg",4,0,1,0,2
"g5vsaV35Mc9IQv9P_Hqirw",1,0,0,0,1
"G6vFXzXLRExzg8Ui99Hrdw",4.1,2,11,1,10
"GA9-h9rRosmKN-NzvyepLQ",3.375,28,30,23,16
"GaEUHXOK8KRxrf9m9bMmUQ",4,0,0,0,1
"gAJzSh7yYgdk5jJk6M6sqA",1,0,2,0,1
"gb2JIM7M2mj7thEjdbfksA",3.85714285714286,0,5,1,7
"Gc95-Bm3SI5HKbd2IybDsg",2.8,0,4,1,5
"gCp7czkUTcTSGwaG4ioRyw",4.25,0,2,2,4
"Gd8IEaGnqVzP1amUxulyxQ",4.5,1,0,1,2
"gdOgs5fB-hp9AWeB9tYYXw",5,0,0,1,1
"gdzmrSqphtyaOuSVVJzZEA",3.5,0,3,1,6
"gexMz-cHhzPA6-F8NHtUGw",3.33333333333333,3,1,1,3
"GFaNvkbnwES0ysDJqRMabQ",4,0,1,0,4
"GfQKzlNH5D6bFk5no9EkNQ",4.2,1,4,0,10
"gGxYDYL148AY12ZcNXFwRQ",3.75,0,2,3,4
"giGkOgn3xf6gXPa8ysHF9A",5,1,4,2,1
"GIl95kYA2K5Z5xqNU9Knlw",4,1,3,0,3
"gKaG_JWPLXZ6WTY27TNg7w",3.91666666666667,1,18,11,12
"gKL6lu1vN1wB2L0w9XMW4w",3.33333333333333,0,3,1,3
"GLjS8SsJVX_R86VNZ46vIg",5,0,1,0,1
"GLWXKxO6NF-jbEXXD66Bxg",1,1,0,0,1
"glXfOFL2WcqBKLMzey5Erg",3,0,0,0,1
"Gmkdv6CHbTQD2kD8TO15-A",4,1,2,2,1
"GN-S1pMju_7oXWbraT_0pw",4,0,0,0,1
"gOT6RN-KpjNU37YEUDrlGg",4,0,2,0,1
"GoymUzKqvET2QOZkIWZi9w",4,0,7,1,8
"Gp-UGDvk9KpI5cFhD4Lfgw",5,0,1,1,1
"gPaRnXxx7lL-byNoWpjmYw",5,0,0,0,1
"GPchh5Jw7Go8nhI7WqF-ug",3.76923076923077,60,91,63,39
"Gpi2FRnqQNSvHxZW23gQVw",2.66666666666667,9,7,6,3
"gPIs3KCHDqj2cA1TSOYyGg",4,0,1,2,1
"GPllE-GEttloigBHyM3vBA",5,2,3,2,1
"GPPHDWEZGjiw777_iTOJ1w",3.09836065573771,33,46,11,61
"GpW7VZnDXh4IyQjJSAlz8g",2.83333333333333,0,3,0,6
"gqb4eokDTrxZGV-hKVtoSA",4.6,0,7,1,5
"gQcA4dFT98V1rO1q7U-kgQ",2.66666666666667,0,3,0,3
"GQEYk9zC-zyQKIKhHTaGgw",3.5,0,1,0,2
"Gqjk0U8QKcPjLl92wTsksQ",2.5,0,4,0,2
"GQmw4SHwhKm8-F-zx804NA",2,0,2,0,1
"GqXDKXyh7wsqGetFMh3MdQ",3,0,1,0,1
"gR1h7kSGQ3r_OUlpqf1-Iw",4,0,3,2,2
"GrOTb4QwdQos8wGPM_OTLg",5,0,1,0,1
"gRWUMYcQ_psvO50FUVQxiw",3,0,0,0,2
"grXy_QBTsmOkHY3_5cUxTw",4,0,4,0,3
"gs3z4v2R2jFhp2A6W15DIw",5,0,0,0,2
"gSmt_sMXdrMG5Tgb8IswPA",2.33333333333333,2,6,2,6
"gTc_qgstyNpWjjJ_1MswZw",3.75,0,0,0,4
"GTlNnU21paMJ0Klb8yhzMg",3.5,0,0,0,2
"gV15lBJ87f3XfbsEm3j6wQ",3.75,1,3,0,4
"GvxV5TtSuvr9s1gH1itz7w",5,0,0,0,1
"GxmbTncdUoH-TPvD4mnRbQ",2.5,0,1,0,2
"GyqU6uwvakUfRGt2e71PCg",3.5,0,0,1,2
"gyT87T0OC8nbrxnhP1KCpg",3.86666666666667,9,8,4,15
"gZEkLKordwewtXyJ2e9YyQ",4,2,2,2,1
"GZeWS5stVD2v8WNiQRsWiQ",3.72727272727273,1,2,0,11
"GZoFh9dJdp3FYk6FLDXs-w",4.66666666666667,1,1,1,3
"GzYPB1hhTktg9asvF7ZVjg",5,0,0,0,1
"H_Qgdq01IxBlH-qGXltSwQ",3.45454545454545,3,14,4,11
"H_T2oIXMEUy_aBjzjCuYaA",4.33333333333333,0,1,0,3
"H-jGwdL_IBK9kWCoHVi7Cg",4,1,1,2,1
"H0BvRP94KltukvpJHn-H3A",3,0,3,1,2
"h0n_eiWTxQBOT6rsj_Hlsw",5,1,3,0,1
"H0s2VHH6OnZIF8dbLY6-qg",2.75,0,8,0,4
"h27WXN8gYmjPYr3Nlm8_9A",2,2,6,0,4
"h2heEPaqhuQTz-IC6csNjQ",2.5,1,4,1,2
"H2jcFGSS1n60jcKPBb-IoA",3.36170212765957,6,28,6,47
"h2qrPWFqWOExpQ-osYU6JQ",2,0,0,0,1
"H4JbSzSC3dZXF_9D9dAzqg",4,0,2,1,2
"h54u-aVp1Ot2rahWUIH_4g",2.66666666666667,1,3,1,3
"h7cq7F_IdB52UstfmGTumQ",3.33333333333333,0,6,3,3
"H7QwxPzjKKSVKhug8n9SlA",1,0,1,0,1
"H8ikDMdjlyltKwTT3YMABA",5,0,1,0,1
"H91mCcIikwg_ZzOyFy0S2A",2,0,2,0,2
"H9e7Rhi50Dw6qsBIFqnNcw",1,1,1,1,3
"hB7yr6-HI1keQT29NI9joQ",3.8,1,1,1,5
